shap_potassium,shap_phosphorus,shap_protein_per_kg,shap_sodium,shap_potassium_ratio,shap_phosphorus_ratio,shap_protein_ratio,shap_sodium_ratio,shap_ckd_stage_encoded,top_feature
-0.027304787,-0.044666648,-0.46159843,1.8044529,-0.063048914,-4.415623,-1.2326951,0.0,0.0,phosphorus_ratio
-0.03989583,0.03353874,-0.18781497,2.370394,-0.0683243,3.5174506,-1.1715689,0.0,0.0,phosphorus_ratio
-0.048950445,0.014130451,0.5080168,2.1091251,-0.055931177,2.577238,1.2565448,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.003965956,0.014130451,0.5080168,2.1027138,0.008455504,2.5878668,1.2625741,0.0,0.0,phosphorus_ratio
-0.039515585,0.03386284,-0.34464705,2.337394,-0.0683243,3.1064281,-1.2824427,0.0,0.0,phosphorus_ratio
-0.017573427,-0.040685177,-0.2664138,-1.9586467,0.085874625,-3.2404401,-1.1877903,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.0705025,0.059441715,2.588498,1.2408934,0.0,0.0,phosphorus_ratio
-0.027304787,-0.044666648,-0.46159843,1.8044529,-0.063048914,-4.415623,-1.2326951,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26486215,-2.0213926,-0.09416519,-3.1904774,-1.1876343,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.048950445,0.039213363,0.5088719,2.0753274,-0.055931177,2.5856438,1.2695177,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014005862,0.5080168,2.0867198,0.029471552,2.5869105,1.2563586,0.0,0.0,phosphorus_ratio
-0.004026836,0.010415908,0.47028217,1.931947,0.005562265,2.7136445,1.2675368,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-1.9999912,-0.09416519,-3.1907072,-1.1876701,0.0,0.0,phosphorus_ratio
0.12213884,0.031093372,0.0076242923,2.1040995,0.09973359,3.718434,-0.61001474,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.0571945,0.072069176,2.5883262,1.2344873,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.1063514,0.005562265,2.5863574,1.2610649,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014005862,0.54969704,2.0942576,-0.013342093,2.6730614,1.1667317,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.048950445,0.039213363,0.5154447,2.1240907,-0.055931177,2.3153846,1.3170508,0.0,0.0,phosphorus_ratio
-0.00054101716,0.014130451,0.5080168,2.0606084,0.072069176,2.5887046,1.2368029,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.5257665,2.0310402,0.072069176,2.6137035,1.1321263,0.0,0.0,phosphorus_ratio
-0.18344288,-0.020635873,-0.34527966,-3.693831,-0.10141119,2.4171321,-2.1529973,0.0,0.0,sodium
0.090955116,0.014130451,0.5257665,2.0310402,0.072069176,2.6137035,1.1321263,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
0.074535124,-0.018687174,1.714023,2.7733464,0.070049636,-3.3032353,1.6746848,0.0,0.0,phosphorus_ratio
-0.053543568,0.00094423303,0.064775,-3.6497774,0.12423736,2.7306092,-1.569402,0.0,0.0,sodium
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
0.15258811,0.03353874,-0.19969805,2.1698406,0.09556702,3.4692771,-1.1576711,0.0,0.0,phosphorus_ratio
-0.032026064,-0.043467082,-0.33070964,1.8008132,-0.06385632,-4.740539,-0.997203,0.0,0.0,phosphorus_ratio
-0.03927467,-0.017704047,-0.22715858,-1.9458342,-0.08269623,-4.2151685,1.341431,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.043339126,-0.03942334,-0.22966573,-1.9865769,-0.09416519,-3.2374704,-1.1877352,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.1098692,-0.04845943,2.5863574,1.2610649,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.0571945,0.072069176,2.5883262,1.2344873,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.01216098,0.031610135,0.20179427,2.2658556,-0.005393515,3.5543013,-0.20420559,0.0,0.0,phosphorus_ratio
-0.1486343,0.017474309,-0.23918496,-3.5585742,-0.10141119,2.4928558,-2.0895736,0.0,0.0,sodium
-0.049390793,0.03841652,0.018347185,1.9313093,-0.055931177,3.1862898,1.3046513,0.0,0.0,phosphorus_ratio
-0.0010467696,0.031258807,0.06710091,2.257309,0.08131213,3.6761546,-0.41676658,0.0,0.0,phosphorus_ratio
-0.026851527,-0.023886066,1.700447,2.9433131,-0.05347159,-3.4702497,1.6370381,0.0,0.0,phosphorus_ratio
-0.017704245,0.03494423,-0.18870802,2.3566391,-0.06085255,3.5221646,-1.2054039,0.0,0.0,phosphorus_ratio
-0.06558669,0.01675323,0.2290575,-2.2340493,-0.10619886,2.665331,1.194733,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.06641,0.0510554,2.5883262,1.2462854,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
